"rental_id","customer_name","phone","email","movie","rental_date","return_date","overdue"
12719,"Wanda Patterson","198123170793","wanda.patterson@sakilacustomer.org","Doors President","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12506,"Grace Ellis","886636413768","grace.ellis@sakilacustomer.org","Dragonfly Strangers","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13756,"Mattie Hoffman","246810237916","mattie.hoffman@sakilacustomer.org","Drifter Commandments","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12682,"Courtney Day","890289150158","courtney.day@sakilacustomer.org","Driver Annie","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14933,"Michelle Clark","892775750063","michelle.clark@sakilacustomer.org","Dwarfs Alter","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14878,"Mario Cheatham","406784385440","mario.cheatham@sakilacustomer.org","Eagles Panky","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15293,"Hilda Hopkins","322888976727","hilda.hopkins@sakilacustomer.org","Earth Vision","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14361,"Jeanette Greene","812824036424","jeanette.greene@sakilacustomer.org","Effect Gladiator","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15778,"Claudia Fuller","630424482919","claudia.fuller@sakilacustomer.org","Encino Elf","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11757,"Guy Brownlee","978430786151","guy.brownlee@sakilacustomer.org","Enough Raging","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12130,"Elmer Noe","448876499197","elmer.noe@sakilacustomer.org","Falcon Volume","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14760,"Terry Grissom","142596392389","terry.grissom@sakilacustomer.org","Family Sweet","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14734,"Miguel Betancourt","72524459905","miguel.betancourt@sakilacustomer.org","Family Sweet","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12792,"Leonard Schofield","779461480495","leonard.schofield@sakilacustomer.org","Fight Jawbreaker","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14243,"Gwendolyn May","303967439816","gwendolyn.may@sakilacustomer.org","Flying Hook","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12897,"Marion Snyder","391065549876","marion.snyder@sakilacustomer.org","Forrester Comancheros","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12959,"Sonia Gregory","195003555232","sonia.gregory@sakilacustomer.org","Frida Slipper","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11563,"Louise Jenkins","800716535041","louise.jenkins@sakilacustomer.org","Frisco Forrest","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12101,"Zachary Hite","191958435142","zachary.hite@sakilacustomer.org","Frost Head","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13209,"Elizabeth Brown","10655648674","elizabeth.brown@sakilacustomer.org","Gables Metropolis","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11652,"Freddie Duggan","644021380889","freddie.duggan@sakilacustomer.org","Ghost Groundhog","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12645,"Bill Gavin","924663855568","bill.gavin@sakilacustomer.org","Gleaming Jawbreaker","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12665,"Curtis Irby","615964523510","curtis.irby@sakilacustomer.org","Gorgeous Bingo","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11709,"Scott Shelley","165450987037","scott.shelley@sakilacustomer.org","Grail Frankenstein","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12672,"Allison Stanley","594319417514","allison.stanley@sakilacustomer.org","Grapes Fury","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13780,"Betty White","517338314235","betty.white@sakilacustomer.org","Groundhog Uncut","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11847,"Jerry Jordon","647899404952","jerry.jordon@sakilacustomer.org","Gunfight Moon","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15423,"Enrique Forsythe","199514580428","enrique.forsythe@sakilacustomer.org","Gunfight Moon","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14526,"Christian Jung","122981120653","christian.jung@sakilacustomer.org","Half Outfield","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14769,"Lawrence Lawton","845378657301","lawrence.lawton@sakilacustomer.org","Half Outfield","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13008,"Ana Bradley","72136330362","ana.bradley@sakilacustomer.org","Happiness United","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13246,"Norman Currier","598912394463","norman.currier@sakilacustomer.org","Harry Idaho","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11611,"Laurie Lawrence","956188728558","laurie.lawrence@sakilacustomer.org","Haunted Antitrust","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15282,"Cathy Spencer","819416131190","cathy.spencer@sakilacustomer.org","Holes Brannigan","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14175,"Tom Milner","985109775584","tom.milner@sakilacustomer.org","Hunchback Impossible","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11541,"Gregory Mauldin","80303246192","gregory.mauldin@sakilacustomer.org","Hunger Roof","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11496,"Gail Knight","904253967161","gail.knight@sakilacustomer.org","Hyde Doctor","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15714,"Gloria Cook","347487831378","gloria.cook@sakilacustomer.org","Igby Maker","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13298,"Lawrence Lawton","845378657301","lawrence.lawton@sakilacustomer.org","Insects Stone","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12009,"Ramona Hale","429925609431","ramona.hale@sakilacustomer.org","Insider Arizona","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14018,"Jessie Milam","383353187467","jessie.milam@sakilacustomer.org","Insider Arizona","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14503,"Melanie Armstrong","650752094490","melanie.armstrong@sakilacustomer.org","Intentions Empire","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12457,"Marilyn Ross","701457319790","marilyn.ross@sakilacustomer.org","Intentions Empire","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14172,"Jay Robb","834061016202","jay.robb@sakilacustomer.org","Intrigue Worst","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14267,"Cory Meehan","338244023543","cory.meehan@sakilacustomer.org","Jason Trap","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13022,"Joshua Mark","869507847714","joshua.mark@sakilacustomer.org","Juggler Hardly","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14606,"Terrance Roush","437829801725","terrance.roush@sakilacustomer.org","Kick Savannah","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14278,"Felix Gaffney","107092893983","felix.gaffney@sakilacustomer.org","Lady Stage","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14137,"Heather Morris","697760867968","heather.morris@sakilacustomer.org","Lawless Vision","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13295,"Tamara Nguyen","22326410776","tamara.nguyen@sakilacustomer.org","Loathing Legally","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14160,"Brent Harkins","854259976812","brent.harkins@sakilacustomer.org","Lord Arizona","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13587,"Joel Francisco","82619513349","joel.francisco@sakilacustomer.org","Lovely Jingle","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12066,"Margie Wade","192459639410","margie.wade@sakilacustomer.org","Lust Lock","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13534,"Tammy Sanders","251164340471","tammy.sanders@sakilacustomer.org","Lust Lock","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14220,"Lauren Hudson","168476538960","lauren.hudson@sakilacustomer.org","Midnight Westward","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12915,"Elmer Noe","448876499197","elmer.noe@sakilacustomer.org","Minority Kiss","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14415,"Ian Still","239357986667","ian.still@sakilacustomer.org","Mockingbird Hollywood","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15729,"Katie Elliott","940830176580","katie.elliott@sakilacustomer.org","Monster Spartacus","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13374,"Colleen Burton","669828224459","colleen.burton@sakilacustomer.org","Moonwalker Fool","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13941,"Derrick Bourque","856872225376","derrick.bourque@sakilacustomer.org","Mosquito Armageddon","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15745,"Christine Roberts","539758313890","christine.roberts@sakilacustomer.org","Motions Details","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14425,"Jordan Archuleta","817740355461","jordan.archuleta@sakilacustomer.org","Movie Shakespeare","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15314,"Allen Butterfield","129953030512","allen.butterfield@sakilacustomer.org","Mulan Moon","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11866,"Jeanne Lawson","764477681869","jeanne.lawson@sakilacustomer.org","Mulholland Beast","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12891,"Craig Morrell","426255288071","craig.morrell@sakilacustomer.org","Mummy Creatures","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12901,"Stacy Cunningham","104150372603","stacy.cunningham@sakilacustomer.org","Name Detective","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13390,"Juanita Mason","90921003005","juanita.mason@sakilacustomer.org","None Spiking","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14426,"Kenneth Gooden","508800331065","kenneth.gooden@sakilacustomer.org","Operation Operation","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15780,"Sylvia Ortiz","765345144779","sylvia.ortiz@sakilacustomer.org","Opposite Necklace","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15454,"April Burns","581174211853","april.burns@sakilacustomer.org","Outfield Massacre","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15695,"John Farnsworth","51917807050","john.farnsworth@sakilacustomer.org","Outlaw Hanky","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11657,"Heather Morris","697760867968","heather.morris@sakilacustomer.org","Peach Innocent","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13713,"Margie Wade","192459639410","margie.wade@sakilacustomer.org","Philadelphia Wife","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12116,"Jordan Archuleta","817740355461","jordan.archuleta@sakilacustomer.org","Pianist Outfield","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14060,"Annette Olson","230250973122","annette.olson@sakilacustomer.org","Pirates Roxanne","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15644,"Christine Roberts","539758313890","christine.roberts@sakilacustomer.org","Pollock Deliverance","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15735,"Daisy Bates","816436065431","daisy.bates@sakilacustomer.org","Pride Alamo","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12610,"Cassandra Walters","685010736240","cassandra.walters@sakilacustomer.org","Princess Giant","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15297,"Larry Thrasher","834418779292","larry.thrasher@sakilacustomer.org","Pulp Beverly","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13561,"Darryl Ashcraft","717566026669","darryl.ashcraft@sakilacustomer.org","Pure Runner","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13106,"Bernard Colby","82088937724","bernard.colby@sakilacustomer.org","Queen Luke","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15326,"Jean Bell","212869228936","jean.bell@sakilacustomer.org","Ridgemont Submarine","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15407,"Carolyn Perez","471675840679","carolyn.perez@sakilacustomer.org","River Outlaw","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13419,"Clinton Buford","484500282381","clinton.buford@sakilacustomer.org","Scarface Bang","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13261,"Travis Estep","214976066017","travis.estep@sakilacustomer.org","Seabiscuit Punk","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13719,"Lucy Wheeler","49677664184","lucy.wheeler@sakilacustomer.org","Seattle Expecations","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12736,"Viola Hanson","569868543137","viola.hanson@sakilacustomer.org","Shawshank Bubble","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14954,"Adrian Clary","182059202712","adrian.clary@sakilacustomer.org","Shock Cabin","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15875,"Stephanie Mitchell","42384721397","stephanie.mitchell@sakilacustomer.org","Shock Cabin","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13108,"Beverly Brooks","427454485876","beverly.brooks@sakilacustomer.org","Shrek License","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12698,"Gilbert Sledge","959467760895","gilbert.sledge@sakilacustomer.org","Silverado Goldfinger","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15371,"Norma Gonzales","835433605312","norma.gonzales@sakilacustomer.org","Sleeping Suspects","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11848,"Alicia Mills","761379480249","alicia.mills@sakilacustomer.org","Sleepless Monsoon","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15191,"Tammy Sanders","251164340471","tammy.sanders@sakilacustomer.org","Sleepy Japanese","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13968,"Helen Harris","990911107354","helen.harris@sakilacustomer.org","Smoking Barbarella","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14219,"Raymond Mcwhorter","834626715837","raymond.mcwhorter@sakilacustomer.org","Smoochy Control","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13753,"Charlie Bess","962020153680","charlie.bess@sakilacustomer.org","Song Hedwig","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11754,"Cathy Spencer","819416131190","cathy.spencer@sakilacustomer.org","Sons Interview","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13056,"Wendy Harrison","867546627903","wendy.harrison@sakilacustomer.org","Sons Interview","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14216,"Holly Fox","760171523969","holly.fox@sakilacustomer.org","South Wait","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15645,"Kristin Johnston","785881412500","kristin.johnston@sakilacustomer.org","Star Operation","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13577,"Miguel Betancourt","72524459905","miguel.betancourt@sakilacustomer.org","State Wasteland","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15794,"Daryl Larue","954786054144","daryl.larue@sakilacustomer.org","Streak Ridgemont","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11672,"Roland South","25865528181","roland.south@sakilacustomer.org","Suit Walls","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12222,"Laura Rodriguez","161968374323","laura.rodriguez@sakilacustomer.org","Suit Walls","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11995,"Judy Gray","107137400143","judy.gray@sakilacustomer.org","Summer Scarface","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13584,"Allan Cornish","50898428626","allan.cornish@sakilacustomer.org","Sundance Invasion","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12938,"Cynthia Young","678220867005","cynthia.young@sakilacustomer.org","Suspects Quills","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14107,"Vickie Brewer","567359279425","vickie.brewer@sakilacustomer.org","Swarm Gold","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12970,"Natalie Meyer","873492228462","natalie.meyer@sakilacustomer.org","Sweden Shining","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13898,"Fred Wheat","561729882725","fred.wheat@sakilacustomer.org","Sweethearts Suspects","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13025,"Cassandra Walters","685010736240","cassandra.walters@sakilacustomer.org","Theory Mermaid","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11942,"Morris Mccarter","278669994384","morris.mccarter@sakilacustomer.org","Titanic Boondock","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11782,"Justin Ngo","764680915323","justin.ngo@sakilacustomer.org","Titanic Boondock","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11577,"Willie Howell","991802825778","willie.howell@sakilacustomer.org","Titans Jerk","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13351,"Carolyn Perez","471675840679","carolyn.perez@sakilacustomer.org","Torque Bound","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12001,"Julie Sanchez","680428310138","julie.sanchez@sakilacustomer.org","Trading Pinocchio","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12759,"Justin Ngo","764680915323","justin.ngo@sakilacustomer.org","Trojan Tomorrow","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14488,"Tammy Sanders","251164340471","tammy.sanders@sakilacustomer.org","Trouble Date","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
12127,"Andy Vanhorn","995527378381","andy.vanhorn@sakilacustomer.org","Tuxedo Mile","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13464,"Morris Mccarter","278669994384","morris.mccarter@sakilacustomer.org","Vanished Garden","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14531,"Alberto Henning","618156722572","alberto.henning@sakilacustomer.org","Vanishing Rocky","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13578,"Albert Crouse","256546485220","albert.crouse@sakilacustomer.org","Varsity Trip","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14204,"Becky Miles","648482415405","becky.miles@sakilacustomer.org","Virginian Pluto","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15430,"Jenny Castro","62781725285","jenny.castro@sakilacustomer.org","Volcano Texas","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14928,"Greg Robins","206060652238","greg.robins@sakilacustomer.org","Wanda Chamber","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15894,"Regina Berry","201705577290","regina.berry@sakilacustomer.org","Wedding Apollo","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
13486,"Naomi Jennings","959949395183","naomi.jennings@sakilacustomer.org","Wild Apollo","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
15966,"Jeremy Hurtado","600264533987","jeremy.hurtado@sakilacustomer.org","Window Side","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
11676,"Natalie Meyer","873492228462","natalie.meyer@sakilacustomer.org","Women Dorado","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
14616,"Neil Renner","478380208348","neil.renner@sakilacustomer.org","World Leathernecks","2006-02-14 15:16:03",NULL,"5075 days 04:24:29.268848"
